word,total_occ,book_count,sample_sentence
troubling,2,2,"""You will excuse my troubling you, I am sure,"" said she, as my companion rose to greet her, ""but I have had a very strange experience, and as I have no parents or relations of any sort from whom I cou"
unacquainted,2,2,"Then it was that the lust of the chase would suddenly come upon him, and that his brilliant reasoning power would rise to the level of intuition, until those who were unacquainted with his methods wou"
ungovernable,2,2,"Seeing that his passion was becoming ungovernable, I left him and returned towards Hatherley Farm."
unprofitable,2,2,"If we could fly out of that window hand in hand, hover over this great city, gently remove the roofs, and peep in at the queer things which are going on, the strange coincidences, the plannings, the c"
untamed,2,2,"All day the wind had screamed and the rain had beaten against the windows, so that even here in the heart of great, hand-made London we were forced to raise our minds for the instant from the routine "
unusually,2,2,"as an unusually large saucepan flew close by it, and very nearly carried it off."
uppermost,2,2,But as I listened to his talk all that was black and bitter in me seemed to come uppermost.
uvre,2,2,"""'_L'homme c'est rien--l'œuvre c'est tout_,' as Gustave Flaubert wrote to George Sand."""
vehemence,2,2,"Both Mr. and Mrs. Rucastle expressed a delight at the look of it, which seemed quite exaggerated in its vehemence."
wandering,2,2,"But her sister sat still just as she left her, leaning her head on her hand, watching the setting sun, and thinking of little Alice and all her wonderful Adventures, till she too began dreaming after "
wife's,2,2,"'It is a little fancy of my wife's, and ladies' fancies, you know, madam, ladies' fancies must be consulted."
wilderness,2,2,"Beyond lay another dull wilderness of bricks and mortar, its silence broken only by the heavy, regular footfall of the policeman, or the songs and shouts of some belated party of revellers."
women,2,2,"Women are naturally secretive, and they like to do their own secreting."
wounded,2,2,"My clothes were all sodden with dew, and my coat-sleeve was drenched with blood from my wounded thumb."
wriggle,2,2,"""And just as I'd taken the highest tree in the wood,"" continued the Pigeon, raising its voice to a shriek, ""and just as I was thinking I should be free of them at last, they must needs come wriggling "
zealand,2,2,"Please, Ma'am, is this New Zealand or Australia?"""
